TF	target	importance
ENSG00000227766	cg00004082	4.88887220730362
ENSG00000057294	cg00001687	4.403596624230933
ENSG00000127511	cg00002808	4.329350066402134
ENSG00000215246	cg00001364	3.9414589279954564
ENSG00000206072	cg00002145	3.7133386561070716
ENSG00000057294	cg00000721	3.5830223573754436
ENSG00000166391	cg00000622	3.408180005125731
ENSG00000088179	cg00002810	3.1841775961464895
ENSG00000146083	cg00004089	3.1530487683627353
ENSG00000127511	cg00001791	3.046753944147195
ENSG00000198242	cg00001261	2.9918444561153517
ENSG00000166391	cg00003969	2.9457110531005406
ENSG00000158486	cg00002145	2.8981895801821747
ENSG00000273055	cg00001687	2.8237135289764286
ENSG00000158486	cg00000769	2.7487454756958036
ENSG00000158486	cg00002464	2.709742184079443
ENSG00000273055	cg00003994	2.7046239383961224
ENSG00000258630	cg00002719	2.6886958820437497
ENSG00000060642	cg00002145	2.6589594447141924
ENSG00000166391	cg00002597	2.6148667058020565
ENSG00000259883	cg00002808	2.610646268334138
ENSG00000215246	cg00004067	2.5322382839605546
ENSG00000266261	cg00000165	2.459380332348797
ENSG00000166391	cg00001791	2.449044773634336
ENSG00000240423	cg00001510	2.4323332562353626
ENSG00000254465	cg00002464	2.4064350281312303
ENSG00000088179	cg00003173	2.3949081694542524
ENSG00000227766	cg00001747	2.393768912883948
ENSG00000227766	cg00000289	2.3844779072632933
ENSG00000227766	cg00000769	2.37943726444893
ENSG00000064601	cg00002593	2.330341262775493
ENSG00000060642	cg00002809	2.3162906293056182
ENSG00000206072	cg00001809	2.303689469737143
ENSG00000270469	cg00002660	2.297095863703726
ENSG00000070087	cg00001349	2.2937890857557037
ENSG00000227766	cg00003298	2.2917512091397865
ENSG00000146083	cg00000721	2.28742640389596
ENSG00000230100	cg00001446	2.278371164194781
ENSG00000161558	cg00003287	2.2496409134163695
ENSG00000064225	cg00002930	2.2489247078317662
ENSG00000127511	cg00002145	2.2460951428651197
ENSG00000182141	cg00002531	2.2449413336131965
ENSG00000095587	cg00000658	2.2381904068141436
ENSG00000234943	cg00001510	2.236683132597734
ENSG00000273055	cg00004089	2.234016652988296
ENSG00000166391	cg00002769	2.214597525922981
ENSG00000197421	cg00000029	2.2085935684614593
ENSG00000206072	cg00000957	2.2012695361096464
ENSG00000231105	cg00001582	2.182124930749709
ENSG00000179833	cg00003173	2.1741659672249445
ENSG00000095587	cg00004072	2.1649372068850576
ENSG00000064601	cg00003784	2.1506787877891247
ENSG00000275479	cg00000734	2.1427728804460147
ENSG00000070081	cg00000321	2.1304721543915313
ENSG00000196167	cg00000734	2.1291540003956055
ENSG00000095587	cg00002531	2.120249428834592
ENSG00000230100	cg00002646	2.1115592650548423
ENSG00000057294	cg00002593	2.1102407541074872
ENSG00000134108	cg00003994	2.100279437210939
ENSG00000196167	cg00001583	2.0988804206479905
ENSG00000172137	cg00001446	2.096568470912808
ENSG00000070087	cg00000905	2.0961654572030333
ENSG00000267108	cg00002190	2.0840538814069505
ENSG00000214198	cg00003202	2.0709758493806527
ENSG00000274219	cg00003091	2.067777224869175
ENSG00000118972	cg00002236	2.0637138944329
ENSG00000273406	cg00002116	2.061587163793108
ENSG00000057294	cg00002808	2.0530791023651203
ENSG00000264104	cg00000363	2.0458697749934887
ENSG00000158486	cg00001446	2.0440365473117925
ENSG00000197421	cg00002808	2.038027879491671
ENSG00000258630	cg00002930	2.038003274428042
ENSG00000275479	cg00002593	2.0222664041113823
ENSG00000146083	cg00003181	2.015923116413022
ENSG00000064225	cg00000957	2.0127089671419096
ENSG00000070081	cg00002145	1.9933525379172374
ENSG00000166391	cg00003181	1.9883321648458974
ENSG00000095587	cg00002426	1.9848351188183286
ENSG00000254092	cg00002490	1.9823740227759858
ENSG00000254092	cg00004089	1.9707559906556924
ENSG00000231105	cg00001874	1.9665956732427887
ENSG00000078237	cg00000165	1.945092825079859
ENSG00000172137	cg00003091	1.9368802937085858
ENSG00000118972	cg00002426	1.9345989388329186
ENSG00000172137	cg00001349	1.9343839816203297
ENSG00000259883	cg00000658	1.9317799990343714
ENSG00000158486	cg00000714	1.921278869394949
ENSG00000275479	cg00001583	1.9181212349946843
ENSG00000078237	cg00002837	1.9174916270760598
ENSG00000206072	cg00000321	1.9173832687431769
ENSG00000266644	cg00000363	1.9088191031127772
ENSG00000102174	cg00001249	1.900881278259224
ENSG00000254092	cg00004082	1.8911475638820319
ENSG00000070081	cg00002033	1.8676959758111016
ENSG00000267108	cg00002593	1.8508809184537558
ENSG00000231105	cg00000924	1.8460272670975943
ENSG00000198242	cg00002224	1.8375325328368275
ENSG00000153561	cg00003994	1.8343118491151964
ENSG00000231105	cg00002449	1.8319603048600739
ENSG00000264104	cg00004082	1.8306149810426358
ENSG00000070087	cg00002837	1.8127931261612071
ENSG00000060642	cg00003969	1.7818775840990855
ENSG00000258630	cg00000289	1.7805220864554903
ENSG00000146083	cg00003091	1.7776482405487735
ENSG00000167700	cg00001809	1.7757820111303233
ENSG00000064225	cg00002808	1.7738155181266482
ENSG00000231981	cg00001854	1.7725513872132799
ENSG00000064601	cg00002464	1.7724674359412471
ENSG00000064601	cg00004072	1.7606203916519798
ENSG00000231105	cg00002464	1.7500176043372604
ENSG00000275479	cg00001349	1.749370725407234
ENSG00000252628	cg00000924	1.7399353083436617
ENSG00000269148	cg00001854	1.7398532153997248
ENSG00000167700	cg00000622	1.7351805859840423
ENSG00000172137	cg00002464	1.7333620651396182
ENSG00000167768	cg00004055	1.7263930622784933
ENSG00000064601	cg00000029	1.7237942073956447
ENSG00000182141	cg00004055	1.7231746914241144
ENSG00000070081	cg00004055	1.7211682367500507
ENSG00000267108	cg00000948	1.720008238357886
ENSG00000070081	cg00002769	1.7064314818023116
ENSG00000158486	cg00002406	1.70639064238993
ENSG00000274458	cg00002809	1.7057268713995684
ENSG00000197421	cg00003202	1.7040270993000681
ENSG00000276644	cg00002591	1.703573146109426
ENSG00000166391	cg00000292	1.6963354783600961
ENSG00000060642	cg00001583	1.6937467613060333
ENSG00000167768	cg00002406	1.6847945859080213
ENSG00000198242	cg00002719	1.6802698660539113
ENSG00000179833	cg00003298	1.6801525780634483
ENSG00000280159	cg00002490	1.6790760998456518
ENSG00000233540	cg00002116	1.6788718532886715
ENSG00000263089	cg00002808	1.6740478733244488
ENSG00000234900	cg00002116	1.6621253094305632
ENSG00000242268	cg00001364	1.6584456111261145
ENSG00000196167	cg00000292	1.6543548684125216
ENSG00000134108	cg00001261	1.6521266507008074
ENSG00000179833	cg00001249	1.6459262815682922
ENSG00000215246	cg00003969	1.6399944305569334
ENSG00000118972	cg00003625	1.631718548858754
ENSG00000273055	cg00001349	1.630534933510483
ENSG00000167700	cg00001791	1.6297382155424984
ENSG00000070087	cg00000769	1.6247421441035306
ENSG00000254465	cg00002426	1.6153465683387758
ENSG00000179262	cg00002224	1.6131179077925377
ENSG00000179833	cg00000622	1.594961472656503
ENSG00000161558	cg00000029	1.5936871434321067
ENSG00000127511	cg00002426	1.5870367127825116
ENSG00000078237	cg00004067	1.5797135240219977
ENSG00000242268	cg00000948	1.5728429963532828
ENSG00000273055	cg00000165	1.571828663844305
ENSG00000259883	cg00001854	1.5703285473310409
ENSG00000064601	cg00001582	1.5699039404696173
ENSG00000197421	cg00002426	1.5577623680045383
ENSG00000166391	cg00002449	1.5556548834822272
ENSG00000270469	cg00001854	1.5541779988107054
ENSG00000234900	cg00002930	1.553230613909666
ENSG00000278099	cg00002531	1.5529962712906948
ENSG00000153561	cg00004067	1.5526739446042837
ENSG00000266644	cg00003173	1.5523099699111487
ENSG00000280038	cg00001874	1.5471579079842779
ENSG00000215246	cg00003345	1.5416496809402525
ENSG00000172137	cg00002406	1.5412759235302274
ENSG00000166634	cg00003091	1.53673733313426
ENSG00000264104	cg00002426	1.5365294418732998
ENSG00000280159	cg00004082	1.5343492738763889
ENSG00000070081	cg00000734	1.5330043749939928
ENSG00000269416	cg00000721	1.5325926295989767
ENSG00000225275	cg00003181	1.5305157418047868
ENSG00000185105	cg00003345	1.5267016982980404
