TF	target	importance
ENSG00000060642	cg00002809	5.882294882546042
ENSG00000227766	cg00004082	5.196693194597177
ENSG00000231105	cg00001854	5.030915087389599
ENSG00000057294	cg00000721	4.8370680644718345
ENSG00000158486	cg00002464	4.302932645403304
ENSG00000215246	cg00001364	4.233455877576974
ENSG00000179833	cg00003173	4.103366859452604
ENSG00000264576	cg00002597	3.8858965451774403
ENSG00000231105	cg00000924	3.8513991720023033
ENSG00000231105	cg00001874	3.6020834028377458
ENSG00000127511	cg00002531	3.574992128814963
ENSG00000127511	cg00002808	3.563694700150718
ENSG00000214062	cg00000622	3.5329450803839473
ENSG00000258630	cg00002719	3.449694533224074
ENSG00000266261	cg00000165	3.374351952106144
ENSG00000258630	cg00000321	3.356001975586563
ENSG00000206072	cg00002145	3.3404052785656613
ENSG00000118972	cg00003625	3.334051792573085
ENSG00000214198	cg00001349	3.1495844574123657
ENSG00000206072	cg00000957	3.085833834547876
ENSG00000057294	cg00002808	3.0585039385197446
ENSG00000215246	cg00004067	3.0577909705039956
ENSG00000102174	cg00000622	3.0359953471746643
ENSG00000179833	cg00003298	2.985604051941852
ENSG00000231105	cg00002449	2.9561015239811104
ENSG00000280038	cg00001874	2.889838958100602
ENSG00000264576	cg00002646	2.830097319396539
ENSG00000206072	cg00002769	2.787764164466516
ENSG00000214198	cg00003202	2.7771646664477854
ENSG00000231105	cg00001582	2.7751572737369252
ENSG00000227766	cg00003298	2.748905283025041
ENSG00000236893	cg00002837	2.697755504258367
ENSG00000264576	cg00001364	2.683543718857382
ENSG00000269416	cg00003625	2.6479560736285226
ENSG00000258630	cg00000289	2.5828509787565426
ENSG00000166391	cg00001687	2.575549219094556
ENSG00000258630	cg00000957	2.574590328366129
ENSG00000102174	cg00001446	2.5686988694279185
ENSG00000269416	cg00000321	2.5621160196960147
ENSG00000214062	cg00003091	2.560513740759707
ENSG00000196167	cg00000292	2.546875052511252
ENSG00000258630	cg00001349	2.5349035841306597
ENSG00000266644	cg00004082	2.534830367122527
ENSG00000220993	cg00004067	2.512781044998541
ENSG00000198242	cg00001583	2.484590293548183
ENSG00000095587	cg00000658	2.4485829097961047
ENSG00000273055	cg00003994	2.4397900464349354
ENSG00000240423	cg00001510	2.4346451162457985
ENSG00000064601	cg00000029	2.421738147172188
ENSG00000275479	cg00001349	2.3988198044744413
ENSG00000064601	cg00004072	2.359947759934048
ENSG00000134108	cg00003994	2.3477727177036343
ENSG00000227535	cg00002660	2.34379746574784
ENSG00000095587	cg00004072	2.32552446871977
ENSG00000274219	cg00003091	2.2988834251427255
ENSG00000242268	cg00000948	2.285306361073944
ENSG00000064601	cg00003784	2.2656411380121586
ENSG00000167768	cg00002406	2.2556506683190705
ENSG00000095587	cg00002426	2.245759553977781
ENSG00000070081	cg00000734	2.241950406561709
ENSG00000231105	cg00002224	2.240107217716072
ENSG00000258630	cg00003513	2.2050713607534784
ENSG00000273055	cg00000905	2.2047701018524477
ENSG00000196167	cg00000236	2.1757109039190956
ENSG00000167578	cg00001791	2.1480635298513984
ENSG00000198242	cg00001261	2.1450129231852055
ENSG00000134108	cg00002033	2.144740039032858
ENSG00000269416	cg00003305	2.1362020038965297
ENSG00000258630	cg00001747	2.123040207388584
ENSG00000276644	cg00000622	2.103109290368339
ENSG00000196167	cg00000734	2.095245413335104
ENSG00000057294	cg00003625	2.0945783417778427
ENSG00000258630	cg00000292	2.0898950403147847
ENSG00000088179	cg00002810	2.08660096567901
ENSG00000078237	cg00002464	2.0817493760974872
ENSG00000258630	cg00002930	2.0783310267179314
ENSG00000276644	cg00002591	2.0507322228903733
ENSG00000269416	cg00003578	2.0418753200445527
ENSG00000214198	cg00002224	2.0407970732402867
ENSG00000276644	cg00002490	2.0345107971315213
ENSG00000264576	cg00002809	1.9950304012616151
ENSG00000234943	cg00001510	1.9793904770283568
ENSG00000276644	cg00003305	1.9766257468737958
ENSG00000252628	cg00000924	1.975595353368464
ENSG00000064601	cg00002464	1.9632736855396649
ENSG00000214198	cg00001687	1.962308733916386
ENSG00000269416	cg00002033	1.9618763296273674
ENSG00000158486	cg00000769	1.958043220612303
ENSG00000166634	cg00000236	1.9579312680419967
ENSG00000167768	cg00001249	1.9404646172361066
ENSG00000274219	cg00001446	1.934803861967845
ENSG00000215246	cg00001249	1.9264468990650003
ENSG00000070081	cg00004055	1.9099320503099426
ENSG00000102174	cg00001249	1.9023119489220162
ENSG00000064601	cg00002593	1.8913204496576292
ENSG00000118972	cg00002426	1.8888610598696114
ENSG00000127511	cg00000321	1.8845429936185258
ENSG00000215246	cg00003345	1.8796491464432727
ENSG00000196167	cg00003513	1.8747043613384535
ENSG00000060642	cg00002145	1.8737572737531176
ENSG00000267108	cg00000948	1.8724068431221392
ENSG00000258630	cg00002490	1.8628236861434404
ENSG00000234900	cg00001791	1.8514682773955342
ENSG00000233540	cg00002116	1.8463627704838372
ENSG00000064225	cg00002449	1.828105121010701
ENSG00000118972	cg00003529	1.8200235605470838
ENSG00000064601	cg00002236	1.815307593013952
ENSG00000102174	cg00001791	1.8152133759940074
ENSG00000225275	cg00003578	1.8077368377462144
ENSG00000172137	cg00003305	1.8070549555324977
ENSG00000197421	cg00003784	1.801771644460789
ENSG00000206072	cg00001809	1.79575793521036
ENSG00000264576	cg00001582	1.7900419119286417
ENSG00000196167	cg00000714	1.7820712493404194
ENSG00000254465	cg00002810	1.7809908403545422
ENSG00000269416	cg00000721	1.7758014324813653
ENSG00000214062	cg00003173	1.7755700471977893
ENSG00000196167	cg00001245	1.7737258332284325
ENSG00000118972	cg00000658	1.7676785614351018
ENSG00000064225	cg00002930	1.766565192786703
ENSG00000276644	cg00003969	1.764983526957729
ENSG00000167768	cg00003202	1.7535980753482452
ENSG00000070081	cg00002808	1.753191428118648
ENSG00000267108	cg00002116	1.7508827707425678
ENSG00000242268	cg00003305	1.7432898729009776
ENSG00000118972	cg00002236	1.741740260103446
ENSG00000078237	cg00000165	1.7373647868051767
ENSG00000167578	cg00003091	1.7286678151044097
ENSG00000179833	cg00001249	1.7245945520818928
ENSG00000167768	cg00002591	1.7244922030393854
ENSG00000269416	cg00003513	1.715278622870553
ENSG00000206072	cg00000321	1.712415835175259
ENSG00000267108	cg00000292	1.7122638717352583
ENSG00000267108	cg00002593	1.7059129433733868
ENSG00000267108	cg00002190	1.7054238580208942
ENSG00000234881	cg00004055	1.7043469016882598
ENSG00000095587	cg00000236	1.7043222438207035
ENSG00000060642	cg00003305	1.700821860682549
ENSG00000230100	cg00001446	1.7004017146666925
ENSG00000197421	cg00002406	1.6948960730744336
ENSG00000196167	cg00003625	1.6937301194026646
ENSG00000070081	cg00002033	1.6819045233614573
ENSG00000196167	cg00002033	1.6779664752018773
ENSG00000273055	cg00003305	1.6713627550581438
ENSG00000060642	cg00001245	1.6690714166906748
ENSG00000102174	cg00002597	1.6665149414134348
ENSG00000060642	cg00000622	1.6603465162122304
ENSG00000158486	cg00002145	1.658001411862418
ENSG00000231105	cg00003969	1.6577676575627964
ENSG00000078237	cg00002837	1.6507333373602857
ENSG00000196167	cg00001261	1.6309340188665056
ENSG00000172137	cg00003345	1.625601428160399
ENSG00000172137	cg00002490	1.619844016854268
ENSG00000264576	cg00000363	1.6189970382626009
ENSG00000166007	cg00000658	1.6184430714812916
ENSG00000118972	cg00000957	1.614553301533648
ENSG00000070087	cg00002837	1.6130362943428123
ENSG00000242041	cg00000905	1.5999056320597493
ENSG00000280038	cg00003529	1.5987218526058016
ENSG00000242268	cg00001364	1.5939181862897451
ENSG00000240423	cg00002145	1.5864849791298825
ENSG00000264576	cg00004067	1.5850889542740787
ENSG00000214198	cg00002808	1.582605986401503
ENSG00000127511	cg00001364	1.580591760067075
ENSG00000273055	cg00000363	1.5754623308771405
ENSG00000172137	cg00001446	1.5738009049281663
ENSG00000134108	cg00003298	1.5734366824180623
ENSG00000227766	cg00001747	1.570806214892089
ENSG00000102174	cg00003784	1.5680473564730268
ENSG00000158486	cg00001364	1.562441810657499
ENSG00000215246	cg00003173	1.562254587099722
ENSG00000179833	cg00003969	1.5622434179931148
ENSG00000234900	cg00001582	1.5600169800911405
ENSG00000167768	cg00004055	1.5598033466433125
ENSG00000008517	cg00003784	1.556953824259883
ENSG00000179262	cg00002660	1.554381153668483
ENSG00000266261	cg00003994	1.5541186517074734
ENSG00000206072	cg00003091	1.553190332018581
ENSG00000234900	cg00000289	1.5531036697325946
ENSG00000225275	cg00003181	1.5508389581230646
ENSG00000078237	cg00002591	1.5466993955957202
ENSG00000231105	cg00001747	1.5420148129013456
ENSG00000260900	cg00002646	1.5419255993059415
ENSG00000182141	cg00001364	1.5418175197494859
ENSG00000231105	cg00000029	1.5398433547774755
ENSG00000269416	cg00003202	1.538258310054543
ENSG00000167700	cg00002660	1.537979444824291
ENSG00000240423	cg00001874	1.5304090637247756
ENSG00000179262	cg00002224	1.5239422714696087
ENSG00000158486	cg00001446	1.5238648348468404
ENSG00000166391	cg00001791	1.5206831346741887
ENSG00000254092	cg00004082	1.519436993297498
ENSG00000060642	cg00002531	1.5186612609139485
ENSG00000214198	cg00000029	1.517228786048733
ENSG00000266261	cg00000236	1.5099551401452724
ENSG00000269416	cg00002719	1.507285677406846
ENSG00000127511	cg00002406	1.5072025150280677
ENSG00000258630	cg00001583	1.5057055867428764
ENSG00000095587	cg00003287	1.5020646130952016
ENSG00000060642	cg00002769	1.5008613223140752
ENSG00000166391	cg00002597	1.4932668957978255
ENSG00000234881	cg00002591	1.4895687518621559
ENSG00000166368	cg00002810	1.4887190434782918
ENSG00000214198	cg00004072	1.4870468410606725
ENSG00000167700	cg00004082	1.48489248820803
ENSG00000255420	cg00001582	1.4844123457616925
ENSG00000102174	cg00002033	1.4828634488680517
ENSG00000280038	cg00002426	1.476451151418451
ENSG00000254465	cg00002426	1.4760334370239236
ENSG00000231105	cg00002809	1.474164317992324
ENSG00000215246	cg00003305	1.468498188175701
ENSG00000231105	cg00002808	1.4681638044496548
ENSG00000102174	cg00003173	1.4644527093849422
ENSG00000254131	cg00004089	1.462071871691403
ENSG00000167578	cg00001687	1.4587951301201245
ENSG00000166391	cg00004089	1.4568726846288707
ENSG00000266644	cg00000363	1.4563487260781556
ENSG00000198242	cg00003305	1.453547822633835
ENSG00000231105	cg00000622	1.452426345970772
ENSG00000167578	cg00000734	1.4523871182335124
ENSG00000185105	cg00003345	1.4492664399166915
ENSG00000172137	cg00003091	1.4484002574589252
ENSG00000196167	cg00003181	1.4386922870578163
ENSG00000242041	cg00002224	1.4279790726914419
ENSG00000198242	cg00002719	1.4278269318337191
ENSG00000269416	cg00000714	1.4276059173035323
ENSG00000266261	cg00002464	1.4274109423293204
ENSG00000206072	cg00002597	1.4266757524296925
ENSG00000070081	cg00002145	1.4260111009850747
ENSG00000057294	cg00001687	1.4219450850714914
ENSG00000227766	cg00001791	1.42093151917297
ENSG00000214062	cg00003969	1.4195918003811854
ENSG00000231981	cg00002930	1.4120597304133338
ENSG00000070087	cg00002808	1.4073999066260974
ENSG00000275479	cg00000714	1.404916880343498
ENSG00000118972	cg00002033	1.4007465607081562
ENSG00000266261	cg00002116	1.3975950060356985
ENSG00000266644	cg00004089	1.3920654733331108
ENSG00000179833	cg00002646	1.3911659680119153
ENSG00000254092	cg00004089	1.3901844894877056
ENSG00000234900	cg00002236	1.389975615058354
ENSG00000167700	cg00001809	1.3899632255426444
ENSG00000102174	cg00003287	1.3818973932020957
ENSG00000070081	cg00000321	1.380673034565418
ENSG00000179833	cg00003578	1.3798617384237397
ENSG00000234900	cg00003784	1.376616817317617
ENSG00000064601	cg00001582	1.3744895198179856
ENSG00000258630	cg00002464	1.3722748604714532
ENSG00000206072	cg00001510	1.3690337539774589
ENSG00000167768	cg00001874	1.3679116103296072
ENSG00000273055	cg00002597	1.3629163606784758
ENSG00000196167	cg00003305	1.3606103795252793
ENSG00000134108	cg00002719	1.3593952704843617
ENSG00000258630	cg00003091	1.3584080165865624
ENSG00000070081	cg00001583	1.357605411733297
ENSG00000198242	cg00001687	1.3563916536700338
ENSG00000206072	cg00001854	1.355173089290137
ENSG00000234900	cg00003305	1.3525530130813603
ENSG00000214062	cg00003784	1.3524839953457963
ENSG00000225275	cg00000957	1.3389699212160306
ENSG00000057294	cg00000622	1.3386520639126345
ENSG00000008517	cg00001349	1.338058521891302
ENSG00000146083	cg00003091	1.3344047424176817
ENSG00000057294	cg00000029	1.3304186990114402
ENSG00000254465	cg00003287	1.3302164003162045
ENSG00000060642	cg00001583	1.3297281139515131
ENSG00000185105	cg00002810	1.328826144589147
ENSG00000266261	cg00001446	1.3260368316978954
ENSG00000214198	cg00000622	1.3213093200899255
ENSG00000274458	cg00002809	1.3212600260132865
ENSG00000215246	cg00004072	1.316015818411611
ENSG00000127511	cg00001809	1.3112891534766797
ENSG00000172137	cg00000905	1.3079356415856311
ENSG00000057294	cg00002593	1.3062189384003569
ENSG00000276644	cg00003202	1.3057378462531128
ENSG00000172137	cg00001874	1.3048174900695495
ENSG00000078237	cg00000714	1.3039246658675658
ENSG00000166634	cg00000721	1.2999489364445551
ENSG00000258630	cg00000905	1.2952377087575477
ENSG00000102174	cg00002769	1.2911644355939258
ENSG00000146083	cg00004089	1.2786094395782688
ENSG00000206072	cg00003173	1.2757871093837692
ENSG00000234900	cg00000363	1.275415594677594
ENSG00000234900	cg00000165	1.2751094483232246
ENSG00000260900	cg00003969	1.2743044325843669
ENSG00000234900	cg00001349	1.2742428201243856
ENSG00000231981	cg00001854	1.2727958226380494
ENSG00000278923	cg00002591	1.2693380471687485
ENSG00000166391	cg00000658	1.2688189322557162
ENSG00000070081	cg00001809	1.2683886271594427
ENSG00000185105	cg00002190	1.2653820362743908
ENSG00000057294	cg00003287	1.264483076529877
ENSG00000167700	cg00003173	1.2616525532530432
ENSG00000258630	cg00002808	1.2614820750311597
ENSG00000179833	cg00003305	1.2554109800230497
ENSG00000057294	cg00002033	1.25362102009778
ENSG00000197421	cg00002426	1.2525271019525372
ENSG00000134108	cg00001261	1.2423221497113297
ENSG00000234943	cg00001854	1.2415637528440249
ENSG00000231981	cg00002464	1.2396036384198157
ENSG00000275265	cg00000721	1.2392962687432647
ENSG00000088179	cg00002464	1.2389838470912307
ENSG00000095587	cg00003784	1.2386634231294495
ENSG00000271616	cg00002490	1.2363307670674821
ENSG00000234943	cg00003529	1.2348076869213211
ENSG00000227766	cg00000769	1.2342796586922316
ENSG00000167700	cg00004055	1.2338587738599134
ENSG00000234900	cg00002930	1.2335925882589034
ENSG00000273055	cg00002464	1.233471880509982
ENSG00000214062	cg00002236	1.231370196316094
ENSG00000258630	cg00003181	1.2313133599520172
ENSG00000215246	cg00001510	1.2289653658694237
ENSG00000179262	cg00002930	1.2265863556310577
ENSG00000206072	cg00002808	1.216624148360795
ENSG00000118972	cg00004055	1.2157960028364032
ENSG00000070081	cg00003202	1.2140219384797857
ENSG00000008517	cg00000734	1.2134258023584417
ENSG00000070081	cg00003529	1.2131657306414068
ENSG00000234900	cg00003287	1.2110224083385985
ENSG00000118972	cg00000721	1.2108721361891168
ENSG00000134108	cg00001747	1.2077698126584107
ENSG00000197421	cg00003969	1.2069692459319799
ENSG00000214062	cg00001791	1.206528247660178
ENSG00000134108	cg00003625	1.2026443932070683
ENSG00000102174	cg00000029	1.2006240714935186
ENSG00000095587	cg00002531	1.2005879357137978
ENSG00000088179	cg00002593	1.199733328311936
ENSG00000182141	cg00004067	1.1988915336991834
ENSG00000231105	cg00001261	1.1984479910610448
ENSG00000275479	cg00002593	1.1959829502638064
ENSG00000269416	cg00004089	1.1954654539947704
ENSG00000258630	cg00003305	1.1909317162232238
ENSG00000275479	cg00004055	1.190839605556265
ENSG00000134108	cg00002809	1.1896602217836625
ENSG00000198242	cg00003994	1.1885733130308307
ENSG00000166391	cg00003969	1.1830118080916652
ENSG00000172137	cg00004072	1.1828539943646066
ENSG00000280038	cg00000905	1.1805387586193574
ENSG00000102174	cg00003513	1.1798091131573918
ENSG00000275479	cg00003513	1.179453737452342
ENSG00000070081	cg00001249	1.1793749536122105
ENSG00000242268	cg00002646	1.176670271309255
ENSG00000161558	cg00000905	1.1757755979977793
ENSG00000264438	cg00004072	1.1755692210588897
ENSG00000179262	cg00001510	1.1752857693920071
ENSG00000234900	cg00002116	1.1746701733702136
ENSG00000263089	cg00003202	1.1738631150336751
ENSG00000060642	cg00002597	1.1731557823617482
ENSG00000064225	cg00001791	1.1702454505660764
ENSG00000166391	cg00003181	1.1692069069213777
ENSG00000231105	cg00004082	1.1687007817655393
ENSG00000172137	cg00001747	1.1681262691216887
ENSG00000227766	cg00003578	1.1629680636824715
ENSG00000057294	cg00002809	1.158878575682237
ENSG00000185105	cg00001809	1.1580254474871112
ENSG00000259883	cg00000658	1.157683879719845
ENSG00000167700	cg00001854	1.1554684676541704
ENSG00000227766	cg00003091	1.1537619917775415
ENSG00000197421	cg00002464	1.1529382089158493
ENSG00000008517	cg00000236	1.1506398599396959
ENSG00000214198	cg00004067	1.1489527744974468
ENSG00000275479	cg00000622	1.1482846012968149
ENSG00000008517	cg00000292	1.1458746279448375
ENSG00000254465	cg00002464	1.141167139404063
ENSG00000276644	cg00002426	1.1407621312620901
ENSG00000215246	cg00002930	1.138780341938887
ENSG00000227766	cg00000165	1.137507970648124
ENSG00000214198	cg00004082	1.1363338864062154
ENSG00000234900	cg00003202	1.1360666011283544
ENSG00000280038	cg00003625	1.1358112235792368
ENSG00000153561	cg00002224	1.1341436482566372
ENSG00000095587	cg00003305	1.1314325300548924
ENSG00000185105	cg00000289	1.1303670172317921
ENSG00000060642	cg00002449	1.129928786815884
ENSG00000270469	cg00003305	1.1295489631998072
ENSG00000070087	cg00001349	1.1279834633585053
