TF	target	importance
ENSG00000060642	cg00002809	5.705554251683186
ENSG00000057294	cg00000721	5.6256457592847635
ENSG00000166391	cg00000622	4.9182051089396746
ENSG00000070081	cg00000734	4.339199156249737
ENSG00000060642	cg00002769	4.147473511393332
ENSG00000215246	cg00001364	3.7546959027072897
ENSG00000064225	cg00000957	3.649750394272764
ENSG00000166391	cg00002597	3.5379575369312546
ENSG00000070081	cg00004055	3.4606924869677522
ENSG00000215246	cg00000622	3.4055004732729444
ENSG00000088179	cg00002810	3.272532691350296
ENSG00000227766	cg00004082	3.2605900253572573
ENSG00000179262	cg00002224	3.2370743523321868
ENSG00000134108	cg00003994	3.1465172348919075
ENSG00000127511	cg00002808	3.1385985521842703
ENSG00000134108	cg00001261	3.1267040210578143
ENSG00000127511	cg00000622	3.0182242260274066
ENSG00000057294	cg00002808	3.0087013056192733
ENSG00000057294	cg00003625	2.9691077748840367
ENSG00000088179	cg00003173	2.9258128572508024
ENSG00000215246	cg00003345	2.923160623621979
ENSG00000095587	cg00002426	2.920264704829869
ENSG00000267108	cg00002190	2.9000753313786882
ENSG00000064225	cg00002449	2.865802895616878
ENSG00000230100	cg00001446	2.852514929014934
ENSG00000070081	cg00002145	2.8514640010614416
ENSG00000060642	cg00001245	2.83249488149596
ENSG00000242041	cg00001854	2.7597086427261166
ENSG00000166391	cg00003969	2.701940634613024
ENSG00000134108	cg00000165	2.678160242475913
ENSG00000070081	cg00002808	2.6689187584839797
ENSG00000134108	cg00002719	2.667840092847441
ENSG00000060642	cg00003969	2.6122966211222214
ENSG00000057294	cg00002033	2.607036681157235
ENSG00000273055	cg00003994	2.57735396557006
ENSG00000266261	cg00000165	2.5679292535784413
ENSG00000057294	cg00001687	2.5518825384359296
ENSG00000146083	cg00004089	2.5430958741362666
ENSG00000179262	cg00000029	2.531399883626113
ENSG00000167578	cg00000622	2.4947777045404274
ENSG00000064601	cg00003784	2.490040058721369
ENSG00000060642	cg00002597	2.4786515636587256
ENSG00000166391	cg00000658	2.4766464524367766
ENSG00000264576	cg00002597	2.444204381392993
ENSG00000167768	cg00002406	2.4391773786912587
ENSG00000206072	cg00000957	2.414521571971308
ENSG00000166634	cg00000289	2.40733842006136
ENSG00000134108	cg00002033	2.400550386267149
ENSG00000274219	cg00003091	2.398754078236217
ENSG00000276644	cg00002591	2.385594867999657
ENSG00000146083	cg00003091	2.3798244821367236
ENSG00000167578	cg00001791	2.3777069566831717
ENSG00000242268	cg00000948	2.37238704894442
ENSG00000146083	cg00000721	2.3718434005998263
ENSG00000179833	cg00003173	2.3667314451597092
ENSG00000269416	cg00000714	2.364490420438148
ENSG00000064601	cg00002593	2.3624232257350424
ENSG00000233540	cg00002116	2.3443809842503516
ENSG00000070087	cg00002837	2.3418725102862323
ENSG00000269416	cg00002116	2.3408364563387782
ENSG00000070081	cg00002769	2.333860208139033
ENSG00000264576	cg00002809	2.31842620351853
ENSG00000206072	cg00002145	2.318327047832323
ENSG00000166391	cg00001791	2.3122932476464406
ENSG00000060642	cg00002145	2.302313709803864
ENSG00000070081	cg00001809	2.2919598530455643
ENSG00000070081	cg00003529	2.288790693386131
ENSG00000127511	cg00002145	2.286119421783888
ENSG00000134108	cg00003305	2.282822239564931
ENSG00000064225	cg00002930	2.2666876169221575
ENSG00000236040	cg00002224	2.26509927133181
ENSG00000264576	cg00002646	2.2523410246414497
ENSG00000078237	cg00000165	2.249842396836706
ENSG00000070081	cg00000321	2.2440733465471245
ENSG00000127511	cg00002406	2.2149240654439417
ENSG00000166391	cg00003181	2.2066343279485383
ENSG00000078237	cg00002591	2.183328991472627
ENSG00000230100	cg00002646	2.173567934418992
ENSG00000234900	cg00001582	2.1636555954489713
ENSG00000267108	cg00000948	2.160403118123029
ENSG00000070081	cg00001747	2.135821454733047
ENSG00000227766	cg00003298	2.1191835852792287
ENSG00000267108	cg00000292	2.1134265947367696
ENSG00000182141	cg00003091	2.1108954434621556
ENSG00000134108	cg00003578	2.102573855317599
ENSG00000127511	cg00001364	2.0940178054049903
ENSG00000146083	cg00000622	2.084312740263684
ENSG00000179262	cg00001854	2.0773562175864817
ENSG00000276644	cg00004067	2.066692677108945
ENSG00000172137	cg00000905	2.0423779996209444
ENSG00000078237	cg00002837	2.030687046579879
ENSG00000095587	cg00004072	2.024822664692957
ENSG00000078237	cg00000236	2.0229906589051194
ENSG00000206072	cg00002769	2.0166377729129144
ENSG00000197421	cg00001854	2.014127881283765
ENSG00000263089	cg00003202	1.988327575353608
ENSG00000158486	cg00001349	1.9801593570674796
ENSG00000008517	cg00000236	1.9748306490016492
ENSG00000166634	cg00000924	1.9741403178637327
ENSG00000158486	cg00000714	1.973094376852941
ENSG00000158486	cg00002464	1.9665854843125183
ENSG00000127511	cg00002224	1.964647405835157
ENSG00000269416	cg00001687	1.9625155819792455
ENSG00000008517	cg00001349	1.9595074545443978
ENSG00000268465	cg00002810	1.952309255679801
ENSG00000197421	cg00002406	1.951019880015862
ENSG00000270469	cg00001854	1.9491075214077378
ENSG00000070081	cg00002449	1.948839748512999
ENSG00000095587	cg00000658	1.941807723481195
ENSG00000166634	cg00003173	1.9417211695232965
