TF	target	importance
ENSG00000215246	cg00001364	6.079778439245839
ENSG00000057294	cg00000721	5.629400496994971
ENSG00000215246	cg00004067	5.600062184386762
ENSG00000179833	cg00003173	5.205131029193412
ENSG00000166391	cg00002597	5.04707925151947
ENSG00000227766	cg00004082	4.469866732611648
ENSG00000060642	cg00002809	4.073954797728599
ENSG00000215246	cg00003345	4.0581946646426195
ENSG00000127511	cg00002808	3.8702301323444304
ENSG00000268465	cg00002810	3.6864843111250325
ENSG00000166391	cg00000948	3.610774504099531
ENSG00000078237	cg00002837	3.482604542321916
ENSG00000070081	cg00002808	3.3818026796383274
ENSG00000254465	cg00002464	3.3765887007320825
ENSG00000206072	cg00002145	3.3500738525581197
ENSG00000057294	cg00003625	3.322767316381637
ENSG00000179262	cg00002224	3.24071338344714
ENSG00000273055	cg00003994	3.2179632989925824
ENSG00000166391	cg00003969	3.1134077296572906
ENSG00000258630	cg00002719	3.068927211525803
ENSG00000057294	cg00002808	3.0626438953894315
ENSG00000179833	cg00003298	3.030812853228154
ENSG00000095587	cg00002426	3.0105800504924756
ENSG00000078237	cg00000714	2.9985105626709676
ENSG00000064225	cg00000957	2.989400434651433
ENSG00000166391	cg00003181	2.952818912104579
ENSG00000206072	cg00001809	2.939967045123944
ENSG00000179262	cg00001510	2.898378222072898
ENSG00000166391	cg00001791	2.8523095257782742
ENSG00000179833	cg00000029	2.841383132235626
ENSG00000227766	cg00001687	2.7839482498759596
ENSG00000102174	cg00004067	2.770439044779415
ENSG00000057294	cg00002033	2.73956618014418
ENSG00000166634	cg00000236	2.706532249498385
ENSG00000214198	cg00003202	2.690931393266008
ENSG00000215246	cg00002646	2.6875914253869864
ENSG00000196167	cg00000292	2.61563504047637
ENSG00000230100	cg00001446	2.600494595117257
ENSG00000070081	cg00004055	2.5925710876409447
ENSG00000242268	cg00000948	2.5925353230159454
ENSG00000118972	cg00002426	2.588418690728313
ENSG00000275479	cg00000734	2.5815278815135523
ENSG00000070081	cg00000734	2.565060676755138
ENSG00000273055	cg00000622	2.5165386437743886
ENSG00000070087	cg00002837	2.510936345966098
ENSG00000078237	cg00000165	2.5091047494979057
ENSG00000230100	cg00002646	2.494944681238172
ENSG00000167578	cg00000622	2.4799742445357897
