TF	target	importance
ENSG00000057294	cg00000721	5.599803469432251
ENSG00000264576	cg00002597	4.898498341362251
ENSG00000206072	cg00002145	4.506045396289437
ENSG00000064225	cg00000957	4.334502913332264
ENSG00000215246	cg00001364	4.070591956144394
ENSG00000127511	cg00002808	4.063760427394384
ENSG00000057294	cg00002116	3.672579964741853
ENSG00000088179	cg00003173	3.6651498049267848
ENSG00000060642	cg00002769	3.6374512387848332
ENSG00000179833	cg00003173	3.43552534053849
ENSG00000060642	cg00002809	3.3765560917984003
ENSG00000064225	cg00002449	3.3285351959123566
ENSG00000070081	cg00004055	3.2818007719560547
ENSG00000268465	cg00002810	3.2492454293612134
ENSG00000206072	cg00001809	3.128927485075746
ENSG00000230100	cg00001446	2.9792476657753726
ENSG00000070081	cg00003529	2.9738427730070827
ENSG00000070081	cg00002769	2.87973715671063
ENSG00000166391	cg00002597	2.821483129335493
ENSG00000064601	cg00003784	2.8209832065737515
ENSG00000254465	cg00002464	2.814312954512773
ENSG00000070081	cg00000734	2.7854363265704367
ENSG00000166391	cg00000622	2.6442417239587956
ENSG00000172137	cg00000948	2.6289904497014347
ENSG00000227766	cg00004082	2.6151727020443905
ENSG00000179262	cg00002646	2.5975904675817323
ENSG00000273055	cg00003994	2.589777529145902
ENSG00000064601	cg00004072	2.576222063629722
ENSG00000220993	cg00004067	2.574361532458344
ENSG00000231105	cg00001854	2.5720540048277156
ENSG00000064225	cg00002930	2.563871606652428
ENSG00000070081	cg00001809	2.5538042751599623
ENSG00000070081	cg00001249	2.5302872213485186
ENSG00000242041	cg00000905	2.5113008475368397
ENSG00000070081	cg00001747	2.47327794549804
ENSG00000070081	cg00002808	2.4608090983581334
ENSG00000179833	cg00000924	2.4464695061297665
ENSG00000095587	cg00002531	2.428426541880697
ENSG00000234943	cg00001510	2.405250512910883
ENSG00000057294	cg00000029	2.389862438000182
ENSG00000095587	cg00000658	2.377507373795673
ENSG00000231105	cg00004082	2.3769736370686476
ENSG00000236893	cg00002837	2.3766733086306413
ENSG00000158486	cg00002464	2.375411622529667
ENSG00000206072	cg00004055	2.375154760372656
ENSG00000064601	cg00003173	2.341259664412404
ENSG00000118972	cg00003625	2.332467453069315
ENSG00000167768	cg00002406	2.324926400368305
ENSG00000264576	cg00002809	2.3131730905038594
ENSG00000127511	cg00001364	2.289718847246201
ENSG00000064225	cg00001245	2.2789725079819627
ENSG00000127511	cg00002145	2.2717389059047646
ENSG00000267108	cg00002190	2.2673386964375837
ENSG00000179262	cg00002660	2.2667495935193416
ENSG00000158486	cg00002145	2.26263406660898
ENSG00000215246	cg00004067	2.2538676830062148
ENSG00000264576	cg00001364	2.2527503617186397
ENSG00000134108	cg00003994	2.247774298160941
ENSG00000064225	cg00001791	2.2434723844611564
ENSG00000240423	cg00001510	2.238119167404053
ENSG00000234900	cg00002236	2.2322101513671595
ENSG00000095587	cg00002426	2.2241849036016763
ENSG00000182141	cg00004055	2.189016157377808
ENSG00000064601	cg00002464	2.187090168947995
ENSG00000264438	cg00004072	2.1863831644165854
ENSG00000231105	cg00002449	2.1658996813849156
ENSG00000070081	cg00001245	2.164596217150088
ENSG00000118972	cg00003529	2.1616757537163545
ENSG00000264576	cg00004067	2.145059210970366
ENSG00000198242	cg00001261	2.1439690467679453
ENSG00000179833	cg00003298	2.13912110261419
ENSG00000064225	cg00002591	2.1333405665242586
ENSG00000206072	cg00000321	2.129926566115496
ENSG00000095587	cg00000622	2.1279124953569446
ENSG00000078237	cg00002591	2.1138175650135516
ENSG00000206072	cg00003513	2.106883490946939
ENSG00000167578	cg00002464	2.085991506993285
ENSG00000280159	cg00003181	2.079187558649541
ENSG00000078237	cg00002464	2.0486311963546213
ENSG00000167578	cg00000622	2.0485253481008088
ENSG00000118972	cg00002033	2.043870870338577
ENSG00000070081	cg00001582	2.0404708286242372
ENSG00000254465	cg00002426	2.037253557557062
ENSG00000271647	cg00001809	2.03337060626982
ENSG00000057294	cg00000622	2.03263854502018
ENSG00000166368	cg00002810	2.0285483183553574
ENSG00000064601	cg00002593	2.028459088599535
ENSG00000231981	cg00002464	2.0226368151390806
ENSG00000258630	cg00001687	2.0159143779324538
ENSG00000172137	cg00001446	2.01122494089092
ENSG00000234900	cg00003287	2.008787582039881
ENSG00000158486	cg00000769	2.0084796924365236
ENSG00000070081	cg00000321	1.9992412397540722
ENSG00000070087	cg00002116	1.9984312133262834
ENSG00000172137	cg00003091	1.9893778615429871
ENSG00000146083	cg00000622	1.9578598991044391
ENSG00000102174	cg00004067	1.9560802189508921
ENSG00000182141	cg00000363	1.931943599375503
ENSG00000070081	cg00002145	1.9261041557805454
ENSG00000064225	cg00000622	1.9203537747426502
